PASSENGER_STATUS,PASSENGER_SEAT_ID,PASSENGER_SEAT_REGION,PASSENGER_CLASS,PASSENGER_AGE,PASSENGER_SEX,PASSENGER_EXIT,SEAT_EXIT_AVAILABLE,SEATING_TYPE,SEAT_RESTRAINT_TYPE,SEAT_ORIENTATION,SEAT_EXIT_PROXIMITY,PASSENGER_RELATION,FATALITY_CAUSE,INJURY_CAUSE,FUSELAGE_RUPTURE,FIRE_PRESENCE,CREW_PROXIMITY_OPERATIONAL_COUNT,CREW_OPERATIONAL_PER_REGION,EVENT_DATE,LOCATION,COUNTRY,ACCIDENT_TYPE,LATITUDE,LONGITUDE,AIRCRAFT_DAMAGE,MODEL,AIR_CARRIER,TOTAL_FATALITIES,TOTAL_SERIOUS_INJURIES,TOTAL_MINOR_INJURIES,TOTAL_UNINJURED,WEATHER_CONDITION,BROAD_PHASE_OF_FLIGHT,REPORT_STATUS,SEAT_MODEL,SEAT_WIDTH,SEAT_PITCH,SEAT_PER_CLASS,SEATS_PER_MODEL
survivor,14A,MID-PRT,economy,,,wing_emergency_prt,1,16G-fire,lapbelt,forward,2.3,,none,unknown,0,0,16,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,14B,MID-PRT,economy,,,wing_emergency_prt,1,16G-fire,lapbelt,forward,2.2,,none,unknown,0,0,16,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,14C,MID-PRT,economy,,,wing_emergency_prt,1,16G-fire,lapbelt,forward,2.1,,none,unknown,0,0,16,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,14D,MID-SBD,economy,,,wing_emergency_sbd,1,16G-fire,lapbelt,forward,2.1,,none,unknown,0,0,16,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,14E,MID-SBD,economy,,,wing_emergency_sbd,1,16G-fire,lapbelt,forward,2.2,,none,unknown,0,0,15,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,14F,MID-SBD,economy,,,wing_emergency_sbd,1,16G-fire,lapbelt,forward,2.3,,none,unknown,0,0,15,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,15A,MID-PRT,economy,,,wing_emergency_prt,1,16G-fire,lapbelt,forward,3.3,,none,unknown,0,0,15,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,15B,MID-PRT,economy,,,wing_emergency_prt,1,16G-fire,lapbelt,forward,3.2,,none,unknown,0,0,15,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,15C,MID-PRT,economy,,,wing_emergency_prt,1,16G-fire,lapbelt,forward,3.1,,none,unknown,0,0,15,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,15D,MID-SBD,economy,,,wing_emergency_sbd,1,16G-fire,lapbelt,forward,3.1,,none,unknown,0,0,15,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,15E,MID-SBD,economy,,,wing_emergency_sbd,1,16G-fire,lapbelt,forward,3.2,,none,unknown,0,0,14,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,15F,MID-SBD,economy,,,wing_emergency_sbd,1,16G-fire,lapbelt,forward,3.3,,none,unknown,0,0,14,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,16A,MID-PRT,economy,,,wing_emergency_prt,1,16G-fire,lapbelt,forward,4.3,,none,unknown,0,0,14,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,16B,MID-PRT,economy,,,wing_emergency_prt,1,16G-fire,lapbelt,forward,4.2,,none,unknown,0,0,14,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,16C,MID-PRT,economy,,,wing_emergency_prt,1,16G-fire,lapbelt,forward,4.1,,none,unknown,0,0,14,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,16D,MID-SBD,economy,,,wing_emergency_sbd,1,16G-fire,lapbelt,forward,4.1,,none,unknown,0,0,14,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,16E,MID-SBD,economy,,,wing_emergency_sbd,1,16G-fire,lapbelt,forward,4.2,,none,unknown,0,0,13,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,16F,MID-SBD,economy,,,wing_emergency_sbd,1,16G-fire,lapbelt,forward,4.3,,none,unknown,0,0,13,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,17A,MID-PRT,economy,,,wing_emergency_prt,1,16G-fire,lapbelt,forward,5.3,,none,unknown,0,0,13,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
unoccupied,17B,MID-PRT,economy,,,wing_emergency_prt,1,16G-fire,lapbelt,forward,5.2,,none,unknown,0,0,13,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,17C,MID-PRT,economy,,,wing_emergency_prt,1,16G-fire,lapbelt,forward,5.1,,none,unknown,0,0,13,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,17D,MID-SBD,economy,,,wing_emergency_sbd,1,16G-fire,lapbelt,forward,5.1,,none,unknown,0,0,13,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,17E,MID-SBD,economy,,,wing_emergency_sbd,1,16G-fire,lapbelt,forward,5.2,,none,unknown,0,0,12,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,17F,MID-SBD,economy,,,wing_emergency_sbd,1,16G-fire,lapbelt,forward,5.3,,none,unknown,0,0,12,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,18A,MID-PRT,economy,,,wing_emergency_prt,1,16G-fire,lapbelt,forward,6.3,,none,unknown,0,0,12,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
injury_minor,18B,MID-PRT,economy,,,wing_emergency_prt,1,16G-fire,lapbelt,forward,6.2,,none,unknown,0,0,12,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,18C,MID-PRT,economy,,,wing_emergency_prt,1,16G-fire,lapbelt,forward,6.1,,none,unknown,0,0,12,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,18D,MID-SBD,economy,,,wing_emergency_sbd,1,16G-fire,lapbelt,forward,6.1,,none,unknown,0,0,12,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,18E,MID-SBD,economy,,,wing_emergency_sbd,1,16G-fire,lapbelt,forward,6.2,,none,unknown,0,0,11,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,18F,MID-SBD,economy,,,wing_emergency_sbd,1,16G-fire,lapbelt,forward,6.3,,none,unknown,0,0,11,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,19A,MID-PRT,economy,,,wing_emergency_prt,1,16G-fire,lapbelt,forward,7.3,,none,unknown,0,0,11,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,19B,MID-PRT,economy,,,wing_emergency_prt,1,16G-fire,lapbelt,forward,7.2,,none,unknown,0,0,11,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,19C,MID-PRT,economy,,,wing_emergency_prt,1,16G-fire,lapbelt,forward,7.1,,none,unknown,0,0,11,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,19D,MID-SBD,economy,,,wing_emergency_sbd,1,16G-fire,lapbelt,forward,7.1,,none,unknown,0,0,11,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,19E,MID-SBD,economy,,,wing_emergency_sbd,1,16G-fire,lapbelt,forward,7.2,,none,unknown,0,0,10,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,19F,MID-SBD,economy,,,wing_emergency_sbd,1,16G-fire,lapbelt,forward,7.3,,none,unknown,0,0,10,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,20A,AFT-PRT,economy,,,wing_emergency_prt,0,16G-fire,lapbelt,forward,8.3,,none,unknown,0,0,10,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
unoccupied,20B,AFT-PRT,economy,,,wing_emergency_prt,0,16G-fire,lapbelt,forward,8.2,,none,unknown,0,0,10,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
unoccupied,20C,AFT-PRT,economy,,,wing_emergency_prt,0,16G-fire,lapbelt,forward,8.1,,none,unknown,0,0,10,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,20D,AFT-SBD,economy,,,wing_emergency_sbd,0,16G-fire,lapbelt,forward,8.1,,none,unknown,0,0,10,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
unoccupied,20E,AFT-SBD,economy,,,wing_emergency_sbd,0,16G-fire,lapbelt,forward,8.2,,none,unknown,0,0,9,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
unoccupied,20F,AFT-SBD,economy,,,wing_emergency_sbd,0,16G-fire,lapbelt,forward,8.3,,none,unknown,0,0,9,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,21A,AFT-PRT,economy,,,passenger_door_aft_prt,0,16G-fire,lapbelt,forward,9.3,,none,unknown,0,0,9,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
unoccupied,21B,AFT-PRT,economy,,,passenger_door_aft_prt,0,16G-fire,lapbelt,forward,9.2,,none,unknown,0,0,9,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,21C,AFT-PRT,economy,,,passenger_door_aft_prt,0,16G-fire,lapbelt,forward,9.1,,none,unknown,0,0,9,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
unoccupied,21D,AFT-SBD,economy,,,passenger_door_aft_sbd,0,16G-fire,lapbelt,forward,9.1,,none,unknown,0,0,9,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
injury_minor,21E,AFT-SBD,economy,,,passenger_door_aft_sbd,0,16G-fire,lapbelt,forward,9.2,parent,none,unknown,0,0,8,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,21F,AFT-SBD,economy,,,passenger_door_aft_sbd,0,16G-fire,lapbelt,forward,9.3,parent,none,unknown,0,0,8,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,21F,AFT-SBD,economy,,,passenger_door_aft_sbd,0,16G-fire,lapbelt,forward,9.3,baby,none,unknown,0,0,8,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
injury_minor,22A,AFT-PRT,economy,,,passenger_door_aft_prt,0,16G-fire,lapbelt,forward,8.3,,none,unknown,0,0,8,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
unoccupied,22B,AFT-PRT,economy,,,passenger_door_aft_prt,0,16G-fire,lapbelt,forward,8.2,,none,unknown,0,0,8,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,22C,AFT-PRT,economy,,,passenger_door_aft_prt,0,16G-fire,lapbelt,forward,8.1,,none,unknown,0,0,8,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
unoccupied,22D,AFT-SBD,economy,,,passenger_door_aft_sbd,0,16G-fire,lapbelt,forward,8.1,,none,unknown,0,0,7,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
injury_minor,22E,AFT-SBD,economy,,,passenger_door_aft_sbd,0,16G-fire,lapbelt,forward,8.2,,none,unknown,0,0,7,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,22F,AFT-SBD,economy,,,passenger_door_aft_sbd,0,16G-fire,lapbelt,forward,8.3,,none,unknown,0,0,7,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,23A,AFT-PRT,economy,,,passenger_door_aft_prt,0,16G-fire,lapbelt,forward,7.3,,none,unknown,0,0,7,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
unoccupied,23B,AFT-PRT,economy,,,passenger_door_aft_prt,0,16G-fire,lapbelt,forward,7.2,,none,unknown,0,0,7,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
injury_minor,23C,AFT-PRT,economy,,,passenger_door_aft_prt,0,16G-fire,lapbelt,forward,7.1,,none,unknown,0,0,7,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
unoccupied,23D,AFT-SBD,economy,,,passenger_door_aft_sbd,0,16G-fire,lapbelt,forward,7.1,,none,unknown,0,0,6,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,23E,AFT-SBD,economy,,,passenger_door_aft_sbd,0,16G-fire,lapbelt,forward,7.2,,none,unknown,0,0,6,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,23F,AFT-SBD,economy,,,passenger_door_aft_sbd,0,16G-fire,lapbelt,forward,7.3,,none,unknown,0,0,6,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
unoccupied,24A,AFT-PRT,economy,,,passenger_door_aft_prt,0,16G-fire,lapbelt,forward,6.3,,none,unknown,0,0,6,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,24B,AFT-PRT,economy,,,passenger_door_aft_prt,0,16G-fire,lapbelt,forward,6.2,,none,unknown,0,0,6,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,24C,AFT-PRT,economy,,,passenger_door_aft_prt,0,16G-fire,lapbelt,forward,6.1,,none,unknown,0,0,6,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,24D,AFT-SBD,economy,,,passenger_door_aft_sbd,0,16G-fire,lapbelt,forward,6.1,,none,unknown,0,0,5,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,24E,AFT-SBD,economy,,,passenger_door_aft_sbd,0,16G-fire,lapbelt,forward,6.2,,none,unknown,0,0,5,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,24F,AFT-SBD,economy,,,passenger_door_aft_sbd,0,16G-fire,lapbelt,forward,6.3,,none,unknown,0,0,5,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,25A,AFT-PRT,economy,,,passenger_door_aft_prt,0,16G-fire,lapbelt,forward,5.3,,none,unknown,0,0,5,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
injury_major,25B,AFT-PRT,economy,unknown,unknown,passenger_door_aft_prt,0,16G-fire,lapbelt,forward,5.2,,none,impact_trauma,0,0,5,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,25C,AFT-PRT,economy,,,passenger_door_aft_prt,0,16G-fire,lapbelt,forward,5.1,,none,unknown,0,0,5,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,25D,AFT-SBD,economy,,,passenger_door_aft_sbd,0,16G-fire,lapbelt,forward,5.1,,none,unknown,0,0,4,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
injury_minor,25E,AFT-SBD,economy,,,passenger_door_aft_sbd,0,16G-fire,lapbelt,forward,5.2,,none,unknown,0,0,4,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,25F,AFT-SBD,economy,,,passenger_door_aft_sbd,0,16G-fire,lapbelt,forward,5.3,,none,unknown,0,0,4,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,26A,AFT-PRT,economy,,,passenger_door_aft_prt,0,16G-fire,lapbelt,forward,4.3,,none,unknown,0,0,4,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
injury_major,26B,AFT-PRT,economy,unknown,unknown,passenger_door_aft_prt,0,16G-fire,lapbelt,forward,4.2,,none,impact_trauma,0,0,4,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,26C,AFT-PRT,economy,,,passenger_door_aft_prt,0,16G-fire,lapbelt,forward,4.1,,none,unknown,0,0,4,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,26D,AFT-SBD,economy,,,passenger_door_aft_sbd,0,16G-fire,lapbelt,forward,4.1,,none,unknown,0,0,3,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,26E,AFT-SBD,economy,,,passenger_door_aft_sbd,0,16G-fire,lapbelt,forward,4.2,,none,unknown,0,0,3,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,26F,AFT-SBD,economy,,,passenger_door_aft_sbd,0,16G-fire,lapbelt,forward,4.3,,none,unknown,0,0,3,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,27A,AFT-PRT,economy,,,passenger_door_aft_prt,0,16G-fire,lapbelt,forward,3.3,,none,unknown,0,0,3,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
unoccupied,27B,AFT-PRT,economy,,,passenger_door_aft_prt,0,16G-fire,lapbelt,forward,3.2,,none,unknown,0,0,3,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
injury_minor,27C,AFT-PRT,economy,,,passenger_door_aft_prt,0,16G-fire,lapbelt,forward,3.1,,none,unknown,0,0,3,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,27D,AFT-SBD,economy,,,passenger_door_aft_sbd,0,16G-fire,lapbelt,forward,3.1,,none,unknown,0,0,2,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
injury_minor,27E,AFT-SBD,economy,,,passenger_door_aft_sbd,0,16G-fire,lapbelt,forward,3.2,,none,unknown,0,0,2,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,27F,AFT-SBD,economy,,,passenger_door_aft_sbd,0,16G-fire,lapbelt,forward,3.3,,none,unknown,0,0,2,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
injury_minor,28A,AFT-PRT,economy,,,passenger_door_aft_prt,0,16G-fire,lapbelt,forward,2.3,,none,unknown,1,0,2,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
unoccupied,28B,AFT-PRT,economy,,,passenger_door_aft_prt,0,16G-fire,lapbelt,forward,2.2,,none,unknown,1,0,2,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,28C,AFT-PRT,economy,,,passenger_door_aft_prt,0,16G-fire,lapbelt,forward,2.1,,none,unknown,1,0,2,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
survivor,28D,AFT-SBD,economy,,,passenger_door_aft_sbd,0,16G-fire,lapbelt,forward,2.1,,none,unknown,1,0,1,1,25/01/09,SCH,NED,Loss of Control,52.3081N, 4.7642E,destroyed,737-800,Turkish Airways,9,27,53,45,CLD,APPROACH,,160,17.2,30.5,126,160
