PASSENGER_STATUS,PASSENGER_SEAT_ID,PASSENGER_SEAT_REGION,PASSENGER_CLASS,PASSENGER_AGE,PASSENGER_SEX,PASSENGER_EXIT,SEAT_EXIT_AVAILABLE,SEATING_TYPE,SEAT_RESTRAINT_TYPE,SEAT_ORIENTATION,SEAT_EXIT_PROXIMITY,PASSENGER_RELATION,FATALITY_CAUSE,INJURY_CAUSE,FUSELAGE_RUPTURE,FIRE_PRESENCE,CREW_PROXIMITY_OPERATIONAL_COUNT,CREW_OPERATIONAL_PER_REGION,EVENT_DATE,LOCATION,COUNTRY,ACCIDENT_TYPE,LATITUDE,LONGITUDE,AIRCRAFT_DAMAGE,MODEL,AIR_CARRIER,TOTAL_FATALITIES,TOTAL_SERIOUS_INJURIES,TOTAL_MINOR_INJURIES,TOTAL_UNINJURED,WEATHER_CONDITION,BROAD_PHASE_OF_FLIGHT,REPORT_STATUS,SEAT_MODEL,SEAT_WIDTH,SEAT_PITCH,SEAT_PER_CLASS,SEATS_PER_MODEL
injury_major,1E,FWD-SBD,business_class,unknown,unknown,service_door_front_sbd,1,14G-nonfire,lapbelt,forward,1.2,,none,impact_trauma,0,0,1,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,21,37,12,
injury_major,1F,FWD-SBD,business_class,unknown,unknown,service_door_front_sbd,1,14G-nonfire,lapbelt,forward,1.3,,none,impact_trauma,0,0,1,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,21,37,12,
injury_major,2A,FWD-PRT,business_class,unknown,unknown,passenger_door_front_prt,1,14G-nonfire,lapbelt,forward,2.3,,none,impact_trauma,0,0,2,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,21,37,12,
fatality,2B,FWD-PRT,business_class,,,passenger_door_front_prt,1,14G-nonfire,lapbelt,forward,2.2,,impact_trauma,fatality,0,0,2,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,21,37,12,
unoccupied,2C,FWD-PRT,business_class,,,passenger_door_front_prt,1,14G-nonfire,lapbelt,forward,2.1,,none,unknown,0,0,2,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,21,37,12,
unoccupied,2D,FWD-SBD,business_class,,,service_door_front_sbd,1,14G-nonfire,lapbelt,forward,2.1,,none,unknown,0,0,2,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,21,37,12,
injury_major,2E,FWD-SBD,business_class,unknown,unknown,service_door_front_sbd,1,14G-nonfire,lapbelt,forward,2.2,,none,impact_trauma,0,0,2,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,21,37,12,
injury_major,2F,FWD-SBD,business_class,unknown,unknown,service_door_front_sbd,1,14G-nonfire,lapbelt,forward,2.3,,none,impact_trauma,0,0,2,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,21,37,12,
injury_major,3A,FWD-PRT,business_class,unknown,unknown,passenger_door_front_prt,1,14G-nonfire,lapbelt,forward,3.3,,none,impact_trauma,0,0,3,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,21,37,12,
injury_major,3B,FWD-PRT,business_class,unknown,unknown,passenger_door_front_prt,1,14G-nonfire,lapbelt,forward,3.2,,none,impact_trauma,0,0,3,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,21,37,12,
fatality,3C,FWD-PRT,business_class,,,passenger_door_front_prt,1,14G-nonfire,lapbelt,forward,3.1,,impact_trauma,fatality,0,0,3,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,21,37,12,
fatality,3D,FWD-SBD,business_class,,,service_door_front_sbd,1,14G-nonfire,lapbelt,forward,3.1,,impact_trauma,fatality,0,0,3,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,21,37,12,
unoccupied,3E,FWD-SBD,business_class,,,service_door_front_sbd,1,14G-nonfire,lapbelt,forward,3.2,,none,unknown,0,0,3,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,21,37,12,
injury_major,3F,FWD-SBD,business_class,unknown,unknown,service_door_front_sbd,1,14G-nonfire,lapbelt,forward,3.3,parent,none,impact_trauma,0,0,3,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,21,37,12,
injury_major,3F,FWD-SBD,business_class,unknown,unknown,service_door_front_sbd,1,14G-nonfire,lapbelt,forward,3.3,child,none,impact_trauma,0,0,4,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,21,37,12,
injury_major,4A,FWD-PRT,business_class,unknown,unknown,passenger_door_front_prt,0,14G-nonfire,lapbelt,forward,4.3,,none,impact_trauma,1,0,4,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,21,37,12,
fatality,4B,FWD-PRT,business_class,,,passenger_door_front_prt,0,14G-nonfire,lapbelt,forward,4.2,,impact_trauma,fatality,1,0,4,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,21,37,12,
unoccupied,4C,FWD-PRT,business_class,,,passenger_door_front_prt,0,14G-nonfire,lapbelt,forward,4.1,,none,unknown,1,0,4,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,21,37,12,
unoccupied,4D,FWD-SBD,business_class,,,service_door_front_sbd,0,14G-nonfire,lapbelt,forward,4.1,,none,unknown,1,0,4,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,21,37,12,
fatality,4E,FWD-SBD,business_class,,,service_door_front_sbd,0,14G-nonfire,lapbelt,forward,4.2,,impact_trauma,fatality,1,0,4,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,21,37,12,
fatality,4F,FWD-SBD,business_class,,,service_door_front_sbd,0,14G-nonfire,lapbelt,forward,4.3,,impact_trauma,fatality,1,0,5,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,21,37,12,
fatality,5A,FWD-PRT,economy,,,passenger_door_front_prt,0,14G-nonfire,lapbelt,forward,5.3,,impact_trauma,fatality,1,0,5,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,21,37,12,
fatality,5B,FWD-PRT,economy,,,passenger_door_front_prt,0,14G-nonfire,lapbelt,forward,5.2,,impact_trauma,fatality,1,0,5,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,21,37,12,
unoccupied,5C,FWD-PRT,economy,,,passenger_door_front_prt,0,14G-nonfire,lapbelt,forward,5.1,,none,unknown,1,0,5,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,21,37,12,
injury_major,5D,FWD-SBD,economy,unknown,unknown,service_door_front_sbd,0,14G-nonfire,lapbelt,forward,5.1,,none,impact_trauma,1,0,5,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,21,37,12,
fatality,5E,FWD-SBD,economy,,,service_door_front_sbd,0,14G-nonfire,lapbelt,forward,5.2,,impact_trauma,fatality,1,0,5,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,21,37,12,
injury_major,5F,FWD-SBD,economy,unknown,unknown,service_door_front_sbd,0,14G-nonfire,lapbelt,forward,5.3,,none,impact_trauma,1,0,6,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,21,37,12,
fatality,6A,FWD-PRT,economy,,,passenger_door_front_prt,0,14G-nonfire,lapbelt,forward,6.3,,impact_trauma,fatality,1,0,6,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
fatality,6B,FWD-PRT,economy,,,passenger_door_front_prt,0,14G-nonfire,lapbelt,forward,6.2,,impact_trauma,fatality,1,0,6,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
unoccupied,6C,FWD-PRT,economy,,,passenger_door_front_prt,0,14G-nonfire,lapbelt,forward,6.1,,none,unknown,1,0,6,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
unoccupied,6D,FWD-SBD,economy,,,service_door_front_sbd,0,14G-nonfire,lapbelt,forward,6.1,,none,unknown,1,0,6,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
fatality,6E,FWD-SBD,economy,,,service_door_front_sbd,0,14G-nonfire,lapbelt,forward,6.2,,impact_trauma,fatality,1,0,6,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
fatality,6F,FWD-SBD,economy,,,service_door_front_sbd,0,14G-nonfire,lapbelt,forward,6.3,,impact_trauma,fatality,1,0,7,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
fatality,7A,FWD-PRT,economy,,,passenger_door_front_prt,0,14G-nonfire,lapbelt,forward,7.3,,impact_trauma,fatality,1,0,7,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
fatality,7B,FWD-PRT,economy,,,passenger_door_front_prt,0,14G-nonfire,lapbelt,forward,7.2,,impact_trauma,fatality,1,0,7,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
fatality,7C,FWD-PRT,economy,,,passenger_door_front_prt,0,14G-nonfire,lapbelt,forward,7.1,,impact_trauma,fatality,1,0,7,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
fatality,7D,FWD-SBD,economy,,,service_door_front_sbd,0,14G-nonfire,lapbelt,forward,7.1,,impact_trauma,fatality,1,0,7,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
fatality,7E,FWD-SBD,economy,,,service_door_front_sbd,0,14G-nonfire,lapbelt,forward,7.2,,impact_trauma,fatality,1,0,7,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
fatality,7F,FWD-SBD,economy,,,service_door_front_sbd,0,14G-nonfire,lapbelt,forward,7.3,,impact_trauma,fatality,1,0,8,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
fatality,8A,MID-PRT,economy,,,wing_emergency_prt,0,14G-nonfire,lapbelt,forward,5.3,,impact_trauma,fatality,1,0,8,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
fatality,8B,MID-PRT,economy,,,wing_emergency_prt,0,14G-nonfire,lapbelt,forward,5.2,,impact_trauma,fatality,1,0,8,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
fatality,8C,MID-PRT,economy,,,wing_emergency_prt,0,14G-nonfire,lapbelt,forward,5.1,,impact_trauma,fatality,1,0,8,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
fatality,8D,MID-SBD,economy,,,wing_emergency_sbd,0,14G-nonfire,lapbelt,forward,5.1,,impact_trauma,fatality,1,0,8,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
unoccupied,8E,MID-SBD,economy,,,wing_emergency_sbd,0,14G-nonfire,lapbelt,forward,5.2,,none,unknown,1,0,8,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
fatality,8F,MID-SBD,economy,,,wing_emergency_sbd,0,14G-nonfire,lapbelt,forward,5.3,,impact_trauma,fatality,1,0,9,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
fatality,9A,MID-PRT,economy,,,wing_emergency_prt,0,14G-nonfire,lapbelt,forward,4.3,,impact_trauma,fatality,1,0,9,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
fatality,9B,MID-PRT,economy,,,wing_emergency_prt,0,14G-nonfire,lapbelt,forward,4.2,,impact_trauma,fatality,1,0,9,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
fatality,9C,MID-PRT,economy,,,wing_emergency_prt,0,14G-nonfire,lapbelt,forward,4.1,,impact_trauma,fatality,1,0,9,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
unoccupied,9D,MID-SBD,economy,,,wing_emergency_sbd,0,14G-nonfire,lapbelt,forward,4.1,,none,unknown,1,0,9,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
fatality,9E,MID-SBD,economy,,,wing_emergency_sbd,0,14G-nonfire,lapbelt,forward,4.2,,impact_trauma,fatality,1,0,9,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
injury_major,9F,MID-SBD,economy,unknown,unknown,wing_emergency_sbd,0,14G-nonfire,lapbelt,forward,4.3,,none,impact_trauma,1,0,10,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
unoccupied,10A,MID-PRT,economy,,,wing_emergency_prt,0,14G-nonfire,lapbelt,forward,3.3,,none,unknown,1,0,10,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
unoccupied,10B,MID-PRT,economy,,,wing_emergency_prt,0,14G-nonfire,lapbelt,forward,3.2,,none,unknown,1,0,10,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
injury_major,10C,MID-PRT,economy,unknown,unknown,wing_emergency_prt,0,14G-nonfire,lapbelt,forward,3.1,,none,impact_trauma,1,0,10,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
injury_major,10D,MID-SBD,economy,unknown,unknown,wing_emergency_sbd,0,14G-nonfire,lapbelt,forward,3.1,,none,impact_trauma,1,0,10,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
fatality,10E,MID-SBD,economy,,,wing_emergency_sbd,0,14G-nonfire,lapbelt,forward,3.2,,impact_trauma,fatality,1,0,10,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
injury_major,10F,MID-SBD,economy,unknown,unknown,wing_emergency_sbd,0,14G-nonfire,lapbelt,forward,3.3,,none,impact_trauma,1,0,11,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
injury_major,11A,MID-PRT,economy,unknown,unknown,wing_emergency_prt,0,14G-nonfire,lapbelt,forward,2.3,,none,impact_trauma,1,0,11,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
injury_major,11B,MID-PRT,economy,unknown,unknown,wing_emergency_prt,0,14G-nonfire,lapbelt,forward,2.2,,none,impact_trauma,1,0,11,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
injury_major,11C,MID-PRT,economy,unknown,unknown,wing_emergency_prt,0,14G-nonfire,lapbelt,forward,2.1,,none,impact_trauma,1,0,11,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
injury_minor,11D,MID-SBD,economy,,,wing_emergency_sbd,0,14G-nonfire,lapbelt,forward,2.1,,none,unknown,1,0,11,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
unoccupied,11E,MID-SBD,economy,,,wing_emergency_sbd,0,14G-nonfire,lapbelt,forward,2.2,,none,unknown,1,0,11,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
injury_minor,11F,MID-SBD,economy,,,wing_emergency_sbd,0,14G-nonfire,lapbelt,forward,2.3,,none,unknown,1,0,12,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
injury_major,12A,MID-PRT,economy,unknown,unknown,wing_emergency_prt,0,14G-nonfire,lapbelt,forward,1.3,,none,impact_trauma,1,0,12,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,38,94,
injury_major,12B,MID-PRT,economy,unknown,unknown,wing_emergency_prt,0,14G-nonfire,lapbelt,forward,1.2,,none,impact_trauma,1,0,12,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,38,94,
injury_minor,12C,MID-PRT,economy,,,wing_emergency_prt,0,14G-nonfire,lapbelt,forward,1.1,,none,unknown,1,0,12,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,38,94,
fatality,12D,MID-SBD,economy,,,wing_emergency_sbd,0,14G-nonfire,lapbelt,forward,1.1,,impact_trauma,fatality,1,0,12,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,38,94,
unoccupied,12E,MID-SBD,economy,,,wing_emergency_sbd,0,14G-nonfire,lapbelt,forward,1.2,,none,unknown,1,0,12,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,38,94,
injury_major,12F,MID-SBD,economy,unknown,unknown,wing_emergency_sbd,0,14G-nonfire,lapbelt,forward,1.3,,none,impact_trauma,1,0,13,3,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,38,94,
injury_minor,13A,MID-PRT,economy,,,wing_emergency_prt,0,14G-nonfire,lapbelt,forward,1.3,,none,unknown,1,0,15,2,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
unoccupied,13B,MID-PRT,economy,,,wing_emergency_prt,0,14G-nonfire,lapbelt,forward,1.2,,none,unknown,1,0,15,2,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
injury_minor,13C,MID-PRT,economy,,,wing_emergency_prt,0,14G-nonfire,lapbelt,forward,1.1,,none,unknown,1,0,15,2,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
injury_major,13D,MID-SBD,economy,unknown,unknown,wing_emergency_sbd,0,14G-nonfire,lapbelt,forward,1.1,,none,impact_trauma,1,0,15,2,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
unoccupied,13E,MID-SBD,economy,,,wing_emergency_sbd,0,14G-nonfire,lapbelt,forward,1.2,,none,unknown,1,0,15,2,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
injury_minor,13F,MID-SBD,economy,,,wing_emergency_sbd,0,14G-nonfire,lapbelt,forward,1.3,,none,unknown,1,0,15,2,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
injury_minor,14A,MID-PRT,economy,,,wing_emergency_prt,0,14G-nonfire,lapbelt,forward,2.3,,none,unknown,1,0,14,2,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,38,94,
injury_minor,14B,MID-PRT,economy,,,wing_emergency_prt,0,14G-nonfire,lapbelt,forward,2.2,,none,unknown,1,0,14,2,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,38,94,
injury_minor,14C,MID-PRT,economy,,,wing_emergency_prt,0,14G-nonfire,lapbelt,forward,2.1,,none,unknown,1,0,14,2,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,38,94,
fatality,14D,MID-SBD,economy,,,wing_emergency_sbd,0,14G-nonfire,lapbelt,forward,2.1,,impact_trauma,fatality,1,0,14,2,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,38,94,
unoccupied,14E,MID-SBD,economy,,,wing_emergency_sbd,0,14G-nonfire,lapbelt,forward,2.2,,none,unknown,1,0,14,2,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,38,94,
injury_minor,14F,MID-SBD,economy,,,wing_emergency_sbd,0,14G-nonfire,lapbelt,forward,2.3,,none,unknown,1,0,14,2,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,38,94,
injury_minor,15A,MID-PRT,economy,,,wing_emergency_prt,0,14G-nonfire,lapbelt,forward,3.3,,none,unknown,0,0,13,2,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
injury_minor,15B,MID-PRT,economy,,,wing_emergency_prt,0,14G-nonfire,lapbelt,forward,3.2,,none,unknown,0,0,13,2,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
injury_minor,15C,MID-PRT,economy,,,wing_emergency_prt,0,14G-nonfire,lapbelt,forward,3.1,,none,unknown,0,0,13,2,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
fatality,15D,MID-SBD,economy,,,wing_emergency_sbd,0,14G-nonfire,lapbelt,forward,3.1,,impact_trauma,fatality,0,0,13,2,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
unoccupied,15E,MID-SBD,economy,,,wing_emergency_sbd,0,14G-nonfire,lapbelt,forward,3.2,,none,unknown,0,0,13,2,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
injury_minor,15F,MID-SBD,economy,,,wing_emergency_sbd,0,14G-nonfire,lapbelt,forward,3.3,,none,unknown,0,0,13,2,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
injury_minor,16A,MID-PRT,economy,,,wing_emergency_prt,0,14G-nonfire,lapbelt,forward,4.3,,none,unknown,0,0,12,2,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
unoccupied,16B,MID-PRT,economy,,,wing_emergency_prt,0,14G-nonfire,lapbelt,forward,4.2,,none,unknown,0,0,12,2,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
injury_minor,16C,MID-PRT,economy,,,wing_emergency_prt,0,14G-nonfire,lapbelt,forward,4.1,,none,unknown,0,0,12,2,8/01/89,KEG,GBR,Wrong engine shutdown,52.8376N,1.2799E,destroyed,737-400,British Midland,47,,,71,,APPROACH,,124,17.2,31,94,
